Province	Year	SMA 11 years
Extremadura	2008	9256.0
Extremadura	2009	9919.0
Extremadura	2010	9916.0
Extremadura	2011	8781.0
Extremadura	2012	8371.0
Extremadura	2013	7885.0
Extremadura	2014	8868.454545454546
Extremadura	2015	8665.272727272728
Extremadura	2016	8324.727272727272
Galicia	2003	4745.0
Galicia	2004	4511.0
Galicia	2005	4466.0
Galicia	2006	3940.0
Galicia	2007	3232.0
Galicia	2008	2886.0
Galicia	2009	2718.0
Galicia	2010	2406.0
Galicia	2011	1893.0
Galicia	2012	1576.0
Galicia	2013	1291.0
Galicia	2014	3060.3636363636365
Galicia	2015	2728.909090909091
Galicia	2016	2385.5454545454545
Illes Balears	2003	24270.0
Illes Balears	2004	24041.0
Illes Balears	2005	23922.0
Illes Balears	2006	23192.0
Illes Balears	2007	20625.0
Illes Balears	2008	17935.0
Illes Balears	2009	16878.0
Illes Balears	2010	16282.0
Illes Balears	2011	13649.0
Illes Balears	2012	12650.0
Illes Balears	2013	10305.0
Illes Balears	2014	18522.636363636364
Illes Balears	2015	17000.363636363636
Illes Balears	2016	15287.454545454546
La Rioja	2003	8495.0
La Rioja	2004	8486.0
La Rioja	2005	8315.0
La Rioja	2006	8051.0
La Rioja	2007	7178.0
La Rioja	2008	6231.0
La Rioja	2009	5968.0
La Rioja	2010	5472.0
La Rioja	2011	4525.0
La Rioja	2012	3741.0
La Rioja	2013	3062.0
La Rioja	2014	6320.363636363636
La Rioja	2015	5722.272727272727
La Rioja	2016	5076.818181818182
Melilla	2003	9219.0
Melilla	2004	8138.0
Melilla	2005	7194.0
Melilla	2006	6144.0
Melilla	2007	5258.0
Melilla	2008	4475.0
Melilla	2009	3412.0
Melilla	2010	2478.0
Melilla	2011	5399.0
Melilla	2012	5857.0
Melilla	2013	6012.0
Melilla	2014	5780.545454545455
Melilla	2015	5505.272727272727
Melilla	2016	5174.272727272727
País Vasco	2003	17832.0
País Vasco	2004	15823.0
País Vasco	2005	14447.0
País Vasco	2006	12678.0
País Vasco	2007	10270.0
País Vasco	2008	8627.0
País Vasco	2009	7582.0
País Vasco	2010	6754.0
País Vasco	2011	5505.0
País Vasco	2012	4481.0
País Vasco	2013	3742.0
País Vasco	2014	9794.636363636364
País Vasco	2015	8420.818181818182
País Vasco	2016	7180.454545454545
Princ. de Asturias	2003	2851.0
Princ. de Asturias	2004	2667.0
Princ. de Asturias	2005	2411.0
Princ. de Asturias	2006	2121.0
Princ. de Asturias	2007	1672.0
Princ. de Asturias	2008	1372.0
Princ. de Asturias	2009	1384.0
Princ. de Asturias	2010	1083.0
Princ. de Asturias	2011	790.0
Princ. de Asturias	2012	665.0
Princ. de Asturias	2013	447.0
Princ. de Asturias	2014	1587.5454545454545
Princ. de Asturias	2015	1355.8181818181818
Princ. de Asturias	2016	1134.090909090909
Reg. de Murcia	2003	73029.0
Reg. de Murcia	2004	70874.0
Reg. de Murcia	2005	68925.0
Reg. de Murcia	2006	63481.0
Reg. de Murcia	2007	58355.0
Reg. de Murcia	2008	54452.0
Reg. de Murcia	2009	53755.0
Reg. de Murcia	2010	44781.0
Reg. de Murcia	2011	34468.0
Reg. de Murcia	2012	31133.0
Reg. de Murcia	2013	23928.0
Reg. de Murcia	2014	52471.0
Reg. de Murcia	2015	47473.09090909091
Reg. de Murcia	2016	42260.818181818184
